host_time,t_s,seq,cycle,irms,p_w,phase_deg,range,over_count,over_range,freq_hz,vrms,thd_v,pll_locked,cal_applied,win_range,win_over_range_count,win_clip_volt_count,ih1,ih2,ih3,ih4,ih5,ih6,ih7,ih8,ih9,ih10,ih11,ih12,ih13,ih14,ih15,ihdeg1,ihdeg2,ihdeg3,ihdeg4,ihdeg5,ihdeg6,ihdeg7,ihdeg8,ihdeg9,ihdeg10,ihdeg11,ihdeg12,ihdeg13,ihdeg14,ihdeg15,vh1,vh2,vh3,vh4,vh5,vh6,vh7,vh8,vh9,vh10,vh11,vh12,vh13,vh14,vh15
2026-08-05 09:10:35.842,0.000000,64,0,0.032503,0.0005,84.94,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.010637,0.005415,0.018020,0.004392,0.016249,0.001579,0.012026,0.001896,0.006602,0.004338,0.002250,0.005329,0.001492,0.004898,0.002459,-84.94,117.53,-3.39,-153.23,81.64,-61.83,173.25,-130.37,-97.35,-39.47,-21.74,60.30,-18.24,163.18,54.07,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.016667,64,1,0.026612,-0.0029,104.94,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007775,0.002971,0.013624,0.002840,0.012247,0.003419,0.009376,0.004766,0.005590,0.005890,0.002932,0.005661,0.002088,0.004389,0.001738,-104.94,88.10,-148.06,78.33,-170.54,94.33,179.40,107.27,177.84,105.00,-164.65,97.63,-138.90,86.29,-125.24,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.033333,64,2,0.026128,0.0017,8.02,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007505,0.003217,0.013255,0.003808,0.012027,0.004939,0.009742,0.005840,0.006489,0.006078,0.003824,0.004829,0.001829,0.002734,0.000639,-8.02,-72.27,141.01,110.31,-47.66,-54.78,135.46,138.82,-37.54,-34.06,152.13,152.39,-30.31,-18.30,79.86,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.050000,64,3,0.026765,-0.0011,34.71,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007631,0.001851,0.013288,0.003292,0.012098,0.005374,0.010551,0.006226,0.007928,0.005625,0.004841,0.004014,0.002049,0.002563,0.000188,-34.71,-97.72,78.21,59.48,-147.87,-161.13,-2.92,-20.17,141.17,122.68,-76.80,-87.04,59.31,70.47,153.72,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.066667,64,4,0.025723,0.0002,-150.58,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007206,0.001176,0.012510,0.002975,0.011948,0.004659,0.010956,0.004930,0.008006,0.004599,0.004994,0.003599,0.002746,0.001870,0.000740,150.58,-63.70,-78.51,97.96,72.39,-117.54,-130.17,39.85,27.86,-157.64,-168.12,2.90,-5.23,166.31,163.93,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.083333,64,5,0.025817,-0.0006,-31.83,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007067,0.001538,0.012313,0.003610,0.012105,0.005078,0.010614,0.005589,0.007641,0.005432,0.004864,0.004021,0.002246,0.002573,0.000532,31.83,41.23,-67.90,-29.40,-152.14,-109.90,131.25,178.95,57.26,105.43,-14.09,36.18,-87.58,-30.28,-133.86,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.100000,64,6,0.026793,-0.0006,135.14,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007108,0.001540,0.012950,0.003475,0.012862,0.004719,0.011063,0.005535,0.008364,0.004902,0.005108,0.003883,0.002736,0.002149,0.000712,-135.14,101.87,152.64,36.34,93.97,-19.13,44.79,-67.28,-2.44,-114.14,-46.18,-153.53,-87.98,169.20,-110.77,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.116667,64,7,0.025527,0.0012,-90.36,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.006683,0.002023,0.012345,0.003926,0.011945,0.005347,0.010259,0.005914,0.007393,0.005352,0.004312,0.004075,0.001924,0.002336,0.000432,90.36,157.17,111.37,-162.85,144.59,-117.09,-172.21,-69.97,-128.94,-21.53,-84.15,29.20,-42.88,82.53,-64.84,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.133333,64,8,0.026499,0.0005,67.30,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007042,0.001574,0.012783,0.003620,0.012571,0.005065,0.010909,0.005733,0.008051,0.005311,0.004934,0.004128,0.002452,0.002632,0.000498,-67.30,-133.67,-1.68,-57.08,76.29,27.75,164.68,116.85,-107.19,-151.07,-15.14,-55.44,75.87,41.51,167.54,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
2026-08-05 09:10:35.842,0.150000,64,9,0.027365,0.0004,-147.70,0,0,0,60.0000,0.276,9.21529,0,0,0,0,0,0.007071,0.002022,0.013018,0.004208,0.012784,0.005687,0.011006,0.006432,0.008002,0.006124,0.004926,0.004836,0.002294,0.003202,0.000440,147.70,-86.03,-77.37,67.76,69.84,-133.74,-132.86,27.22,25.28,-170.57,-174.66,-5.22,-15.07,160.37,102.33,0.0023,0.0053,0.0103,0.0075,0.0066,0.0056,0.0052,0.0038,0.0043,0.0027,0.0024,0.0041,0.0087,0.0056,0.0011
