host_time,t_s,seq,cycle,irms,p_w,phase_deg,range,over_count,over_range,freq_hz,vrms,thd_v,pll_locked,cal_applied,win_range,win_over_range_count,win_clip_volt_count,ih1,ih2,ih3,ih4,ih5,ih6,ih7,ih8,ih9,ih10,ih11,ih12,ih13,ih14,ih15,ihdeg1,ihdeg2,ihdeg3,ihdeg4,ihdeg5,ihdeg6,ihdeg7,ihdeg8,ihdeg9,ihdeg10,ihdeg11,ihdeg12,ihdeg13,ihdeg14,ihdeg15,vh1,vh2,vh3,vh4,vh5,vh6,vh7,vh8,vh9,vh10,vh11,vh12,vh13,vh14,vh15
2026-08-05 19:20:37.870,0.000000,83,0,0.014067,0.0002,58.24,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010464,0.000867,0.003199,0.000433,0.002521,0.001173,0.003082,0.001344,0.002773,0.002070,0.002955,0.002227,0.001994,0.001793,0.001826,-58.24,140.32,160.30,-3.75,-9.46,-163.17,-141.77,55.76,64.43,-91.96,-66.63,140.56,152.41,-17.69,-3.30,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.016667,83,1,0.014722,0.0002,60.55,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010687,0.001015,0.003408,0.000705,0.002796,0.001290,0.003359,0.001566,0.003042,0.002249,0.003106,0.002549,0.002102,0.002052,0.001886,-60.55,156.37,150.69,18.32,-19.28,-157.99,-157.94,51.88,43.75,-103.01,-92.56,121.52,120.13,-38.65,-40.51,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.033333,83,2,0.014713,0.0001,77.42,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010825,0.000734,0.003040,0.000966,0.003027,0.000911,0.002911,0.001848,0.003241,0.001997,0.002969,0.002537,0.002126,0.002149,0.001885,-77.42,99.17,92.05,-65.03,-108.44,86.44,71.31,-103.55,-124.65,73.30,67.92,-110.74,-126.92,65.67,48.13,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.050000,83,3,0.014422,0.0003,59.62,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010747,0.000718,0.003008,0.000841,0.002958,0.000892,0.002765,0.001753,0.003157,0.001927,0.002910,0.002419,0.002057,0.002036,0.001822,-59.62,105.07,145.56,-13.19,-19.62,173.05,-163.44,25.92,34.23,-117.86,-96.42,92.20,103.91,-53.76,-43.25,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.066667,83,4,0.014701,0.0004,59.44,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.011036,0.000433,0.002903,0.000928,0.002910,0.001168,0.003115,0.001762,0.003232,0.001839,0.002694,0.002688,0.002103,0.002264,0.002051,-59.44,126.86,147.02,-10.79,-26.94,-171.31,-168.81,38.39,34.92,-118.53,-100.76,91.54,90.67,-49.97,-51.21,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.083333,83,5,0.014924,0.0004,45.47,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.011039,0.000632,0.003034,0.001035,0.003199,0.001180,0.003332,0.001672,0.003309,0.001732,0.002714,0.002778,0.002158,0.002432,0.002161,-45.47,137.02,-171.28,43.37,47.79,-79.14,-64.04,154.52,169.67,23.86,61.98,-96.74,-78.24,153.46,167.76,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.100000,83,6,0.015572,0.0001,73.85,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.011590,0.000760,0.003453,0.000881,0.003088,0.000506,0.003052,0.000661,0.002498,0.001243,0.001705,0.002497,0.000936,0.002480,0.001281,-73.85,171.91,108.80,-12.46,-84.71,160.34,108.21,-85.71,-78.26,54.22,119.90,-107.43,-117.12,80.42,57.80,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.116667,83,7,0.016287,0.0004,56.19,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.011954,0.000855,0.003920,0.000893,0.003397,0.000643,0.003389,0.000511,0.002580,0.001441,0.002124,0.002292,0.000683,0.002394,0.000523,-56.19,-139.06,165.53,89.97,13.65,-11.34,-116.01,-78.03,102.94,169.77,-10.03,61.58,-112.08,-79.71,129.60,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.133333,83,8,0.014565,0.0001,65.50,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010816,0.000681,0.003025,0.000831,0.002689,0.001412,0.003245,0.001688,0.002787,0.002402,0.003017,0.002495,0.001861,0.002202,0.001645,-65.50,-12.69,143.14,152.19,-27.72,-17.72,-177.86,-169.46,21.84,34.82,-123.85,-101.86,88.43,90.45,-79.81,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.150000,83,9,0.014803,-0.0000,76.65,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010853,0.000624,0.003149,0.000799,0.002818,0.001372,0.003377,0.001557,0.002898,0.002303,0.003136,0.002521,0.002034,0.002249,0.001856,-76.65,-44.00,112.38,94.49,-82.29,-88.59,105.47,99.67,-77.40,-77.53,116.50,123.85,-50.49,-64.25,119.26,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.166667,83,10,0.014300,0.0003,55.59,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010621,0.000635,0.003111,0.000799,0.002788,0.001206,0.003125,0.001470,0.002710,0.002272,0.003135,0.002232,0.002054,0.001963,0.001772,-55.59,-18.91,177.56,152.17,18.90,28.04,-111.20,-97.93,110.78,127.09,-14.28,5.19,-143.60,-138.11,70.14,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.183333,83,11,0.014653,0.0002,57.36,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010758,0.000866,0.003416,0.000675,0.002831,0.001167,0.003199,0.001585,0.002977,0.002172,0.003202,0.002342,0.002089,0.002078,0.001966,-57.36,-20.17,165.29,158.13,1.54,28.68,-130.52,-112.81,83.40,101.81,-48.66,-19.07,177.05,-175.91,22.51,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.200000,83,12,0.014358,0.0003,51.87,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010588,0.000831,0.003336,0.000620,0.002610,0.001404,0.003153,0.001691,0.002739,0.002312,0.002943,0.002513,0.001927,0.002093,0.001552,-51.87,-15.44,-179.43,175.77,27.51,61.03,-91.83,-75.30,128.77,155.25,10.76,38.66,-113.77,-99.63,103.89,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.216667,83,13,0.014579,0.0001,55.86,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010639,0.000799,0.003418,0.000585,0.002767,0.001207,0.003131,0.001591,0.002939,0.002156,0.003039,0.002451,0.002197,0.001978,0.001811,-55.86,-22.09,166.24,167.91,7.01,32.61,-124.06,-108.27,88.70,111.27,-38.78,-12.73,-171.54,-163.26,34.93,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.233333,83,14,0.014555,0.0001,59.38,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010757,0.000552,0.002970,0.000907,0.002993,0.000894,0.002723,0.001986,0.003126,0.001948,0.002896,0.002492,0.001995,0.002117,0.001754,-59.38,-64.69,146.80,155.40,-18.19,-2.28,-161.08,-156.69,36.95,62.60,-92.23,-85.52,108.36,126.68,-38.64,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
2026-08-05 19:20:37.870,0.250000,83,15,0.014704,0.0002,65.27,0,0,0,60.0000,0.118,0.64860,0,0,0,0,0,0.010888,0.000658,0.003128,0.000998,0.003004,0.001038,0.002867,0.002091,0.003122,0.002131,0.002892,0.002675,0.001981,0.002252,0.001673,-65.27,-79.93,130.07,128.68,-45.31,-40.62,160.73,156.67,-11.19,4.66,-154.02,-153.35,37.64,48.59,-121.39,0.0085,0.0023,0.0020,0.0021,0.0010,0.0003,0.0021,0.0012,0.0008,0.0001,0.0014,0.0018,0.0018,0.0006,0.0008
