host_time,t_s,seq,cycle,irms,p_w,phase_deg,range,over_count,over_range,freq_hz,vrms,thd_v,pll_locked,cal_applied,win_range,win_over_range_count,win_clip_volt_count,ih1,ih2,ih3,ih4,ih5,ih6,ih7,ih8,ih9,ih10,ih11,ih12,ih13,ih14,ih15,ihdeg1,ihdeg2,ihdeg3,ihdeg4,ihdeg5,ihdeg6,ihdeg7,ihdeg8,ihdeg9,ihdeg10,ihdeg11,ihdeg12,ihdeg13,ihdeg14,ihdeg15,vh1,vh2,vh3,vh4,vh5,vh6,vh7,vh8,vh9,vh10,vh11,vh12,vh13,vh14,vh15
2026-08-05 08:36:29.244,0.000000,935,0,0.172957,-0.0026,-132.01,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.082601,0.017810,0.075101,0.016475,0.068753,0.014235,0.064183,0.011263,0.057107,0.008129,0.048638,0.005070,0.039586,0.003206,0.031043,132.01,77.12,18.41,-26.95,-89.84,-130.06,160.86,127.57,51.53,28.15,-57.29,-62.69,-168.39,-128.74,75.46,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.016667,935,1,0.177197,-0.0003,142.65,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.084787,0.016659,0.077393,0.015400,0.070786,0.013135,0.066082,0.010439,0.058892,0.007486,0.050156,0.004475,0.040963,0.001367,0.031948,-142.65,-114.21,-85.51,-49.94,-23.06,14.87,38.28,79.40,99.72,142.14,161.75,-151.47,-138.50,-78.45,-83.72,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.033333,935,2,0.190135,0.0001,-172.61,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.092820,0.011985,0.084613,0.012687,0.077020,0.013409,0.070888,0.013762,0.061994,0.013400,0.051990,0.012338,0.041312,0.010619,0.031279,172.61,-9.59,139.67,-20.33,112.05,-34.59,83.49,-50.58,54.97,-68.06,26.70,-86.59,-3.82,-106.44,-40.27,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.050000,935,3,0.158002,0.0052,10.06,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.073548,0.000790,0.066860,0.001654,0.061613,0.002415,0.058764,0.003074,0.053844,0.003626,0.047298,0.003616,0.040591,0.003548,0.034224,-10.06,85.52,-50.54,35.26,-85.02,-11.20,-120.32,-50.85,-155.25,-88.82,170.41,-126.48,134.09,-166.81,93.86,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.066667,935,4,0.156626,0.0015,-150.41,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.074066,0.004733,0.067276,0.004629,0.061721,0.004192,0.058488,0.003830,0.053064,0.003563,0.046212,0.002896,0.039116,0.002205,0.032250,150.41,101.46,71.52,19.22,-1.45,-62.63,-75.41,-146.33,-149.11,129.20,137.91,42.90,62.66,-48.44,-16.92,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.083333,935,5,0.156049,0.0041,-88.00,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.072741,0.002353,0.066142,0.003238,0.060805,0.004037,0.058080,0.004833,0.052995,0.005247,0.046696,0.005085,0.039949,0.004602,0.033693,88.00,-49.46,-116.24,92.70,45.55,-116.28,-153.49,40.38,7.80,-159.81,169.82,0.32,-30.24,160.11,125.81,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.100000,935,6,0.172445,-0.0050,-158.07,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.082322,0.003585,0.075003,0.005160,0.068719,0.006694,0.064378,0.007740,0.057785,0.008217,0.049543,0.007801,0.041234,0.006786,0.033321,158.07,-15.75,95.68,-46.84,38.70,-91.89,-19.23,-139.99,-77.10,170.28,-134.57,119.92,165.46,68.92,100.96,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.116667,935,7,0.226271,0.0015,-124.75,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.116054,0.003045,0.106560,0.004926,0.096213,0.006570,0.086084,0.007602,0.072461,0.007965,0.057380,0.007416,0.041687,0.006179,0.026559,124.75,-71.23,-0.23,-172.73,-120.94,72.10,117.36,-44.42,-4.49,-163.37,-126.17,76.34,109.67,-48.13,-22.16,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.133333,935,8,0.173124,0.0074,31.13,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.082927,0.002441,0.075545,0.003978,0.069098,0.005402,0.064580,0.006539,0.057655,0.007054,0.049411,0.006993,0.040721,0.006283,0.032842,-31.13,-20.81,-111.63,-72.12,173.20,-138.39,96.95,154.36,20.60,85.76,-55.62,15.79,-134.49,-56.74,141.05,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
2026-08-05 08:36:29.244,0.150000,935,9,0.164973,-0.0043,-136.46,0,0,0,63.0122,0.318,1.38628,0,0,0,0,0,0.076590,0.002673,0.069645,0.002525,0.064182,0.002546,0.060909,0.002803,0.055530,0.003260,0.048863,0.003785,0.041726,0.004210,0.034551,136.46,-83.45,29.90,-159.45,-70.76,123.25,-172.56,50.49,85.67,-28.27,-15.45,-110.01,-118.86,161.08,133.29,0.0184,0.0126,0.0105,0.0082,0.0127,0.0043,0.0036,0.0083,0.0003,0.0031,0.0029,0.0034,0.0023,0.0030,0.0031
