host_time,t_s,seq,cycle,irms,p_w,phase_deg,range,over_count,over_range,freq_hz,vrms,thd_v,pll_locked,cal_applied,win_range,win_over_range_count,win_clip_volt_count,ih1,ih2,ih3,ih4,ih5,ih6,ih7,ih8,ih9,ih10,ih11,ih12,ih13,ih14,ih15,ihdeg1,ihdeg2,ihdeg3,ihdeg4,ihdeg5,ihdeg6,ihdeg7,ihdeg8,ihdeg9,ihdeg10,ihdeg11,ihdeg12,ihdeg13,ihdeg14,ihdeg15,vh1,vh2,vh3,vh4,vh5,vh6,vh7,vh8,vh9,vh10,vh11,vh12,vh13,vh14,vh15
2026-08-05 09:30:06.641,0.000000,53,0,0.439683,0.0146,102.70,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.238798,0.028905,0.216380,0.051816,0.185113,0.064690,0.146074,0.067340,0.103383,0.058457,0.063910,0.041165,0.030365,0.020519,0.013451,-102.70,-106.77,42.40,33.47,-169.22,178.96,-21.26,-33.31,128.50,116.21,-79.13,-88.20,82.69,83.55,-79.16,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.016667,53,1,0.425012,0.0102,-54.51,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.229877,0.028947,0.208342,0.052351,0.178135,0.065868,0.139974,0.069361,0.098652,0.061475,0.060650,0.044305,0.027904,0.022918,0.011638,54.51,-158.85,153.86,-61.71,-103.55,39.27,-1.36,141.65,102.78,-115.01,-150.65,-6.65,-34.90,114.08,123.43,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.033333,53,2,0.408326,0.0169,148.42,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.220930,0.025985,0.200820,0.046597,0.172154,0.058692,0.136774,0.061930,0.097893,0.054546,0.061448,0.039246,0.029279,0.020049,0.009861,-148.42,155.56,-95.33,-153.08,-38.96,-97.82,17.00,-41.48,74.37,16.41,133.62,79.67,-160.82,156.88,-60.11,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.050000,53,3,0.382903,-0.0001,178.56,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.203867,0.042018,0.185283,0.047709,0.161328,0.050293,0.132284,0.048233,0.099227,0.040244,0.067107,0.027126,0.038482,0.009545,0.018220,-178.56,151.38,173.30,128.09,169.03,111.70,164.30,99.22,160.95,90.66,160.54,86.02,164.79,96.75,-170.66,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.066667,53,4,0.264575,-0.0066,140.93,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.134639,0.016745,0.123389,0.024960,0.109614,0.031726,0.094875,0.035942,0.076998,0.035737,0.057782,0.032638,0.039887,0.025156,0.022586,-140.93,-160.54,-76.48,-110.39,-7.55,-51.18,60.45,10.30,129.05,73.86,-160.68,137.49,-90.84,-165.62,-20.06,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.083333,53,5,0.353540,-0.0041,17.04,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.186816,0.033157,0.169899,0.052259,0.143575,0.066146,0.113145,0.070582,0.079261,0.064775,0.047795,0.050813,0.022024,0.029455,0.008808,-17.04,17.33,-62.78,-10.65,-104.84,-47.03,-148.28,-86.36,167.71,-125.91,122.56,-165.35,67.82,154.30,-38.44,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.100000,53,6,0.350921,0.0088,-49.42,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.187245,0.022709,0.170990,0.039631,0.147434,0.051407,0.120321,0.055429,0.089383,0.050981,0.059565,0.039696,0.032598,0.022464,0.011672,49.42,-165.58,137.17,-81.04,-131.66,7.91,-41.34,97.19,49.15,-171.88,140.75,-81.01,-129.30,7.44,-42.33,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.116667,53,7,0.367337,0.0095,38.40,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.197191,0.023969,0.179128,0.043484,0.153696,0.056736,0.124686,0.060260,0.091058,0.054492,0.058370,0.042119,0.030184,0.023483,0.009646,-38.40,9.70,-126.37,-77.57,148.81,-162.03,63.34,112.93,-21.71,28.25,-106.20,-56.49,165.62,-140.96,68.68,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.133333,53,8,0.382885,-0.0034,-130.16,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.206261,0.023865,0.187685,0.042624,0.161036,0.055057,0.130367,0.057587,0.094830,0.050646,0.060449,0.037330,0.030603,0.018429,0.008847,130.16,-7.26,19.71,-119.59,-87.55,132.80,164.82,25.45,58.03,-80.41,-47.17,175.51,-153.04,82.06,109.60,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.150000,53,9,0.419231,0.0096,-98.95,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.247540,0.035499,0.215758,0.014935,0.167502,0.019306,0.111546,0.045836,0.055492,0.064285,0.013677,0.069663,0.025686,0.058823,0.037663,98.95,5.43,-72.05,174.60,119.41,-107.60,-50.94,66.45,135.60,-104.37,-71.81,89.38,20.91,-73.21,-153.24,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.166667,53,10,0.399336,-0.0086,128.59,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.239335,0.047466,0.208722,0.025983,0.162403,0.010116,0.108798,0.034974,0.054727,0.054490,0.013053,0.061221,0.020929,0.052074,0.032979,-128.59,-79.45,-34.34,28.84,62.95,-136.37,159.97,7.10,-99.89,109.28,26.60,-151.76,-114.82,-56.03,-11.40,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
2026-08-05 09:30:06.641,0.183333,53,11,0.365836,-0.0241,155.60,0,0,0,60.0000,0.232,1.73459,0,0,0,0,0,0.197570,0.020990,0.178398,0.039666,0.153332,0.050971,0.123357,0.055149,0.090668,0.049990,0.060337,0.036785,0.032351,0.018305,0.013187,-155.60,-45.49,-117.14,-4.01,-74.84,37.32,-33.04,79.01,10.54,120.77,55.75,165.97,105.40,-142.59,172.99,0.0101,0.0038,0.0039,0.0025,0.0034,0.0026,0.0071,0.0045,0.0025,0.0059,0.0036,0.0064,0.0015,0.0052,0.0077
