host_time,t_s,seq,cycle,irms,p_w,phase_deg,range,over_count,over_range,freq_hz,vrms,thd_v,pll_locked,cal_applied,win_range,win_over_range_count,win_clip_volt_count,ih1,ih2,ih3,ih4,ih5,ih6,ih7,ih8,ih9,ih10,ih11,ih12,ih13,ih14,ih15,ihdeg1,ihdeg2,ihdeg3,ihdeg4,ihdeg5,ihdeg6,ihdeg7,ihdeg8,ihdeg9,ihdeg10,ihdeg11,ihdeg12,ihdeg13,ihdeg14,ihdeg15,vh1,vh2,vh3,vh4,vh5,vh6,vh7,vh8,vh9,vh10,vh11,vh12,vh13,vh14,vh15
2026-08-05 09:30:25.739,0.000000,90,0,0.292597,-0.0074,177.75,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.149488,0.021906,0.136930,0.032447,0.120683,0.041111,0.103429,0.045398,0.081600,0.044834,0.060015,0.039064,0.038978,0.028322,0.020611,-177.75,129.26,173.12,106.79,168.57,93.35,162.86,83.20,157.42,75.50,153.36,68.12,146.99,57.74,140.13,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.016667,90,1,0.203509,0.0043,-4.43,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.095544,0.012684,0.087324,0.022644,0.077590,0.031336,0.068985,0.037970,0.057602,0.040543,0.044809,0.040400,0.032698,0.036187,0.020848,4.43,75.88,-4.33,77.63,-7.34,76.31,-11.60,73.17,-15.85,70.50,-18.79,67.98,-24.65,60.73,-34.96,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.033333,90,2,0.194381,-0.0004,115.35,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.091381,0.010590,0.083554,0.019165,0.074695,0.026759,0.067543,0.032402,0.057287,0.035070,0.046150,0.034739,0.034710,0.031757,0.024123,-115.35,-147.07,-3.72,-34.13,113.33,82.48,-130.42,-162.25,-14.19,-45.52,103.43,71.79,-140.78,-176.70,-29.19,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.050000,90,3,0.210996,0.0118,-4.97,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.099191,0.020613,0.090483,0.029905,0.079205,0.038792,0.068349,0.045373,0.054764,0.047199,0.040297,0.045409,0.026275,0.039914,0.014824,4.97,44.99,-2.42,59.75,-4.07,65.52,-7.18,67.09,-10.79,67.89,-12.98,67.16,-20.35,62.64,-37.80,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.066667,90,4,0.183319,0.0061,5.13,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.084715,0.013026,0.076325,0.022299,0.067483,0.030614,0.060574,0.036425,0.050171,0.039164,0.038183,0.039887,0.027881,0.036654,0.018216,-5.13,38.83,-34.66,26.22,-58.56,8.99,-83.13,-12.91,-107.43,-35.83,-131.21,-58.34,-159.38,-84.21,169.43,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.083333,90,5,0.191686,0.0030,-42.62,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.089110,0.012749,0.080755,0.022430,0.071687,0.030758,0.064440,0.036554,0.053256,0.039443,0.040605,0.040376,0.030046,0.036994,0.020041,42.62,140.34,109.20,-138.14,-178.68,-60.54,-107.04,12.78,-35.20,85.12,36.78,158.37,104.50,-131.39,171.20,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.100000,90,6,0.188593,-0.0048,-95.72,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.089738,0.009356,0.079607,0.018468,0.068101,0.027841,0.058804,0.035992,0.047541,0.041587,0.037042,0.043938,0.030646,0.040279,0.024333,95.72,-106.50,-91.45,69.16,85.81,-111.87,-99.23,65.66,73.85,-115.29,-114.65,65.90,53.95,-115.00,-134.27,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.116667,90,7,0.234288,0.0091,176.52,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.126174,0.033865,0.113176,0.025324,0.096480,0.014360,0.078966,0.005107,0.057288,0.015594,0.035831,0.026574,0.017229,0.033243,0.003803,-176.52,175.34,177.87,170.13,176.21,156.94,173.61,74.70,171.22,10.91,169.57,2.99,160.48,-5.03,120.74,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.133333,90,8,0.175048,-0.0050,-161.59,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.081769,0.005259,0.072670,0.012022,0.064007,0.018316,0.056809,0.025485,0.047640,0.031464,0.039538,0.034292,0.031390,0.035590,0.025470,161.59,-134.32,106.36,-173.54,58.50,139.35,9.94,92.55,-35.51,42.63,-77.88,-7.51,-122.03,-61.38,-165.66,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
2026-08-05 09:30:25.739,0.150000,90,9,0.177603,-0.0018,-148.84,0,0,0,60.0000,0.239,1.93096,0,0,0,0,0,0.080530,0.009490,0.072317,0.018931,0.065262,0.026149,0.059456,0.032139,0.050734,0.035635,0.041683,0.035522,0.031242,0.034557,0.022234,148.84,-168.72,67.88,119.00,-6.50,42.98,-83.24,-31.35,-158.86,-106.68,126.08,178.63,47.12,101.29,-32.11,0.0113,0.0136,0.0032,0.0038,0.0053,0.0009,0.0048,0.0069,0.0046,0.0013,0.0073,0.0043,0.0042,0.0041,0.0064
